property_id,postal_code,market_value,squared_m,num_rooms,wall_color,wall_color_hex,locker_number
PR-00371,PC-030,305547.33,98.1,4,Ivory White,#FFFFF0,277
PR-00372,PC-031,361251.35,170.4,6,Sand Beige,#F4E1C1,89
PR-00373,PC-035,228395.13,78.2,2,Forest Green,#228B22,64
PR-00374,PC-014,492568.42,213.2,7,Mustard Yellow,#E1AD01,182
PR-00375,PC-008,515838.47,163.3,6,Forest Green,#228B22,288
PR-00376,PC-012,422314.08,183.0,5,Charcoal Black,#36454F,265
PR-00377,PC-032,558127.89,182.0,6,Blush Pink,#F9C6C9,298
PR-00378,PC-032,439830.55,91.8,3,Charcoal Black,#36454F,280
PR-00379,PC-028,336152.29,144.1,5,Terracotta,#E2725B,4
PR-00380,PC-020,487046.83,184.4,7,Sage Green,#9CAF88,218
PR-00381,PC-048,586717.12,203.2,7,Sage Green,#9CAF88,232
PR-00382,PC-020,396346.18,106.2,3,Terracotta,#E2725B,278
PR-00383,PC-005,461408.21,170.9,6,Terracotta,#E2725B,1
PR-00384,PC-018,226997.4,65.4,2,Sand Beige,#F4E1C1,8
PR-00385,PC-030,318408.7,106.4,4,Sage Green,#9CAF88,13
PR-00386,PC-015,393502.86,152.2,7,Sky Blue,#87CEEB,99
PR-00387,PC-041,336040.6,141.3,4,Forest Green,#228B22,71
PR-00388,PC-016,323934.13,94.2,2,Charcoal Black,#36454F,251
PR-00389,PC-038,394566.8,94.5,4,Sky Blue,#87CEEB,198
PR-00390,PC-013,357018.76,62.5,2,Ivory White,#FFFFF0,224
PR-00391,PC-004,310352.04,46.6,1,Charcoal Black,#36454F,95
PR-00392,PC-017,351475.24,149.6,6,Forest Green,#228B22,238
PR-00393,PC-014,286318.02,55.5,2,Sage Green,#9CAF88,91
PR-00394,PC-012,351698.53,137.8,3,Ivory White,#FFFFF0,255
PR-00395,PC-005,493341.72,195.8,7,Blush Pink,#F9C6C9,219
PR-00396,PC-043,360303.84,201.1,7,Charcoal Black,#36454F,193
PR-00397,PC-033,405704.69,115.4,3,Forest Green,#228B22,198
PR-00398,PC-046,220604.73,42.0,2,Sand Beige,#F4E1C1,83
PR-00399,PC-013,379355.4,80.0,3,Sky Blue,#87CEEB,90
PR-00400,PC-010,497412.86,194.2,6,Blush Pink,#F9C6C9,117
PR-00401,PC-041,410518.07,198.2,7,Ivory White,#FFFFF0,63
PR-00402,PC-026,326183.35,167.9,5,Terracotta,#E2725B,139
PR-00403,PC-012,337821.33,111.3,4,Sage Green,#9CAF88,139
PR-00404,PC-032,595789.76,212.2,7,Sand Beige,#F4E1C1,280
PR-00405,PC-012,260453.75,46.3,2,Ivory White,#FFFFF0,65
PR-00406,PC-012,425124.54,177.4,6,Slate Gray,#708090,189
PR-00407,PC-005,373207.08,101.7,3,Forest Green,#228B22,133
PR-00408,PC-045,313913.36,172.3,5,Charcoal Black,#36454F,192
PR-00409,PC-038,489080.83,164.6,6,Slate Gray,#708090,249
PR-00410,PC-022,437363.47,166.6,6,Blush Pink,#F9C6C9,69
PR-00411,PC-029,142127.46,93.7,4,Slate Gray,#708090,182
PR-00412,PC-011,449755.15,189.6,7,Forest Green,#228B22,249
PR-00413,PC-027,435453.32,158.4,5,Forest Green,#228B22,245
PR-00414,PC-041,392234.09,188.3,5,Blush Pink,#F9C6C9,167
PR-00415,PC-021,351500.05,110.6,3,Blush Pink,#F9C6C9,52
PR-00416,PC-048,397114.89,62.8,2,Mustard Yellow,#E1AD01,155
PR-00417,PC-004,440241.15,144.8,5,Sage Green,#9CAF88,103
PR-00418,PC-009,348363.29,71.6,1,Terracotta,#E2725B,63
PR-00419,PC-010,454972.75,152.3,6,Blush Pink,#F9C6C9,240
PR-00420,PC-040,434551.56,164.6,5,Forest Green,#228B22,287
PR-00421,PC-050,274952.94,86.8,3,Forest Green,#228B22,67
PR-00422,PC-016,316685.53,87.1,2,Sky Blue,#87CEEB,46
PR-00423,PC-031,233351.96,71.7,3,Forest Green,#228B22,246
PR-00424,PC-001,265830.83,55.0,1,Slate Gray,#708090,86
PR-00425,PC-028,278808.61,99.4,4,Forest Green,#228B22,39
PR-00426,PC-030,430963.17,200.4,6,Forest Green,#228B22,171
PR-00427,PC-046,448312.07,214.3,8,Forest Green,#228B22,287
PR-00428,PC-018,373489.93,173.6,7,Sky Blue,#87CEEB,14
PR-00429,PC-047,342787.9,102.6,3,Sky Blue,#87CEEB,246
PR-00430,PC-035,381333.35,184.7,6,Sand Beige,#F4E1C1,3
PR-00431,PC-013,401383.21,93.8,3,Mustard Yellow,#E1AD01,235
PR-00432,PC-042,348073.77,152.7,5,Terracotta,#E2725B,183
PR-00433,PC-034,402878.56,139.0,5,Sky Blue,#87CEEB,35
PR-00434,PC-047,275169.39,42.0,1,Slate Gray,#708090,53
PR-00435,PC-018,350936.28,166.2,5,Forest Green,#228B22,261
PR-00436,PC-045,338928.43,187.2,6,Forest Green,#228B22,46
PR-00437,PC-037,317125.1,56.2,2,Sky Blue,#87CEEB,226
PR-00438,PC-027,485128.07,196.2,6,Mustard Yellow,#E1AD01,298
PR-00439,PC-034,338007.89,84.0,3,Blush Pink,#F9C6C9,87
PR-00440,PC-036,377435.42,98.9,4,Terracotta,#E2725B,257
PR-00441,PC-049,378743.78,41.1,2,Sand Beige,#F4E1C1,76
PR-00442,PC-022,272292.78,55.4,1,Forest Green,#228B22,239
PR-00443,PC-034,279811.06,37.0,2,Sage Green,#9CAF88,25
PR-00444,PC-009,454787.67,146.2,6,Forest Green,#228B22,210
PR-00445,PC-002,342570.56,130.7,5,Ivory White,#FFFFF0,277
PR-00446,PC-011,253452.47,38.0,1,Mustard Yellow,#E1AD01,108
PR-00447,PC-034,423711.15,149.5,5,Sand Beige,#F4E1C1,259
PR-00448,PC-047,318877.23,75.4,2,Ivory White,#FFFFF0,219
PR-00449,PC-030,286324.25,89.6,3,Forest Green,#228B22,84
PR-00450,PC-001,428874.99,173.1,6,Ivory White,#FFFFF0,111
PR-00451,PC-022,445859.34,171.6,6,Forest Green,#228B22,149
PR-00452,PC-030,304411.86,99.0,3,Sand Beige,#F4E1C1,290
PR-00453,PC-033,383725.94,94.1,3,Forest Green,#228B22,59
PR-00454,PC-013,502098.37,176.2,6,Mustard Yellow,#E1AD01,9
PR-00455,PC-040,319366.93,63.4,3,Sage Green,#9CAF88,229
PR-00456,PC-036,537106.27,216.3,8,Blush Pink,#F9C6C9,112
PR-00457,PC-017,276173.06,90.0,2,Sage Green,#9CAF88,118
PR-00458,PC-023,367574.12,113.4,4,Slate Gray,#708090,41
PR-00459,PC-015,385877.4,162.2,5,Sage Green,#9CAF88,25
PR-00460,PC-006,471763.24,205.3,7,Forest Green,#228B22,248
PR-00461,PC-038,466149.05,152.5,6,Blush Pink,#F9C6C9,127
PR-00462,PC-011,364078.01,128.2,4,Sand Beige,#F4E1C1,176
PR-00463,PC-048,431122.2,82.6,3,Sand Beige,#F4E1C1,253
PR-00464,PC-014,265422.06,47.3,1,Sky Blue,#87CEEB,142
PR-00465,PC-029,127063.64,85.7,3,Terracotta,#E2725B,1
PR-00466,PC-011,472341.87,207.2,7,Blush Pink,#F9C6C9,235
PR-00467,PC-042,438856.88,219.4,7,Blush Pink,#F9C6C9,106
PR-00468,PC-049,500900.54,144.0,4,Slate Gray,#708090,151
PR-00469,PC-011,353443.55,120.1,4,Charcoal Black,#36454F,113
PR-00470,PC-009,508822.47,193.5,6,Sand Beige,#F4E1C1,272
PR-00471,PC-043,295648.57,152.3,5,Blush Pink,#F9C6C9,76
PR-00472,PC-030,351095.41,129.3,4,Forest Green,#228B22,63
PR-00473,PC-008,381636.49,71.5,1,Charcoal Black,#36454F,233
PR-00474,PC-017,281617.31,101.5,3,Sage Green,#9CAF88,283
PR-00475,PC-049,375614.6,47.9,1,Terracotta,#E2725B,196
PR-00476,PC-015,388616.02,155.4,5,Sand Beige,#F4E1C1,179
PR-00477,PC-050,373372.6,161.3,6,Mustard Yellow,#E1AD01,243
PR-00478,PC-022,285942.0,51.3,1,Ivory White,#FFFFF0,272
PR-00479,PC-018,250738.48,90.2,3,Sky Blue,#87CEEB,90
PR-00480,PC-048,516664.84,149.9,5,Slate Gray,#708090,90
PR-00481,PC-047,337207.94,95.5,3,Ivory White,#FFFFF0,89
PR-00482,PC-016,375775.22,125.0,5,Ivory White,#FFFFF0,6
PR-00483,PC-025,274761.84,85.9,2,Terracotta,#E2725B,58
PR-00484,PC-039,428009.11,167.0,6,Slate Gray,#708090,107
PR-00485,PC-007,317072.94,161.3,5,Terracotta,#E2725B,114
PR-00486,PC-015,371891.35,140.0,5,Ivory White,#FFFFF0,261
PR-00487,PC-002,342570.66,144.4,4,Sky Blue,#87CEEB,167
PR-00488,PC-040,464923.77,180.2,6,Charcoal Black,#36454F,207
PR-00489,PC-008,488546.67,137.3,5,Charcoal Black,#36454F,292
PR-00490,PC-026,261961.69,117.3,4,Terracotta,#E2725B,59
PR-00491,PC-042,212416.95,51.9,1,Mustard Yellow,#E1AD01,223
PR-00492,PC-019,274265.23,49.7,2,Blush Pink,#F9C6C9,283
PR-00493,PC-014,470524.81,195.1,7,Sage Green,#9CAF88,256
PR-00494,PC-013,395420.55,94.0,3,Blush Pink,#F9C6C9,278
PR-00495,PC-030,296059.66,91.2,3,Mustard Yellow,#E1AD01,108
PR-00496,PC-012,249503.71,49.6,1,Sage Green,#9CAF88,179
PR-00497,PC-034,282235.09,36.4,2,Forest Green,#228B22,236
PR-00498,PC-044,331982.9,57.4,2,Mustard Yellow,#E1AD01,272
PR-00499,PC-023,355914.93,110.2,3,Sky Blue,#87CEEB,282
PR-00500,PC-031,327254.17,144.5,5,Terracotta,#E2725B,5
PR-00501,PC-035,284180.04,113.4,4,Forest Green,#228B22,249
PR-00502,PC-047,317125.25,66.9,4,Sand Beige,#F4E1C1,252
PR-00503,PC-024,303116.69,114.0,3,Ivory White,#FFFFF0,279
PR-00504,PC-031,298496.74,133.3,3,Sand Beige,#F4E1C1,168
PR-00505,PC-045,237534.79,109.2,4,Sand Beige,#F4E1C1,148
PR-00506,PC-001,449776.51,184.1,6,Forest Green,#228B22,215
PR-00507,PC-045,276929.01,141.5,5,Mustard Yellow,#E1AD01,151
PR-00508,PC-036,414657.99,131.2,4,Slate Gray,#708090,118
PR-00509,PC-018,376906.4,185.2,6,Forest Green,#228B22,16
PR-00510,PC-024,357318.63,154.5,5,Terracotta,#E2725B,44
PR-00511,PC-044,472992.7,173.8,5,Forest Green,#228B22,61
PR-00512,PC-003,380109.22,211.4,7,Terracotta,#E2725B,7
PR-00513,PC-045,239596.86,116.0,3,Forest Green,#228B22,276
PR-00514,PC-043,332542.07,182.4,6,Terracotta,#E2725B,145
PR-00515,PC-006,277171.8,61.2,2,Forest Green,#228B22,195
PR-00516,PC-015,433037.33,190.4,7,Mustard Yellow,#E1AD01,286
PR-00517,PC-023,279784.76,56.8,1,Mustard Yellow,#E1AD01,25
PR-00518,PC-010,497527.98,182.2,7,Slate Gray,#708090,21
PR-00519,PC-029,107339.91,67.3,2,Terracotta,#E2725B,38
PR-00520,PC-011,297929.4,75.9,3,Charcoal Black,#36454F,103
PR-00521,PC-033,372752.7,83.1,4,Slate Gray,#708090,271
PR-00522,PC-043,302059.24,153.3,5,Charcoal Black,#36454F,179
PR-00523,PC-031,376807.81,184.6,7,Mustard Yellow,#E1AD01,289
PR-00524,PC-001,370934.45,132.1,5,Charcoal Black,#36454F,103
PR-00525,PC-031,276402.06,106.6,3,Terracotta,#E2725B,266
PR-00526,PC-027,377003.12,111.0,4,Terracotta,#E2725B,197
PR-00527,PC-034,322706.57,74.1,2,Terracotta,#E2725B,267
PR-00528,PC-007,334170.88,173.2,6,Sage Green,#9CAF88,49
PR-00529,PC-040,461465.28,175.9,6,Slate Gray,#708090,22
PR-00530,PC-001,304046.99,72.7,3,Terracotta,#E2725B,7
PR-00531,PC-044,532809.54,212.0,8,Slate Gray,#708090,37
PR-00532,PC-041,414620.34,193.0,7,Sage Green,#9CAF88,252
PR-00533,PC-032,397352.61,54.4,2,Sky Blue,#87CEEB,71
PR-00534,PC-014,427308.1,161.2,6,Sand Beige,#F4E1C1,160
PR-00535,PC-032,414778.95,77.4,2,Sage Green,#9CAF88,138
PR-00536,PC-023,286571.74,49.2,2,Sand Beige,#F4E1C1,68
PR-00537,PC-002,276660.38,86.3,4,Sand Beige,#F4E1C1,277
PR-00538,PC-031,188645.59,40.9,1,Forest Green,#228B22,298
PR-00539,PC-038,509423.52,186.3,6,Slate Gray,#708090,265
PR-00540,PC-022,269959.88,40.1,2,Terracotta,#E2725B,22
PR-00541,PC-036,351116.36,76.6,3,Sand Beige,#F4E1C1,101
PR-00542,PC-034,375065.17,116.2,4,Ivory White,#FFFFF0,182
PR-00543,PC-010,394222.63,116.4,4,Sage Green,#9CAF88,234
PR-00544,PC-009,311158.12,43.4,1,Terracotta,#E2725B,93
PR-00545,PC-029,250292.47,184.9,6,Mustard Yellow,#E1AD01,26
PR-00546,PC-016,438011.96,181.1,5,Charcoal Black,#36454F,14
PR-00547,PC-046,332041.76,125.8,5,Charcoal Black,#36454F,111
PR-00548,PC-012,420078.7,170.7,6,Sage Green,#9CAF88,291
PR-00549,PC-008,353792.56,38.9,2,Forest Green,#228B22,132
PR-00550,PC-049,558703.34,189.7,6,Charcoal Black,#36454F,134
PR-00551,PC-035,329257.79,146.2,6,Forest Green,#228B22,287
PR-00552,PC-042,408750.41,195.6,7,Terracotta,#E2725B,178
PR-00553,PC-044,443809.15,149.7,5,Sage Green,#9CAF88,252
PR-00554,PC-015,260508.53,60.2,2,Blush Pink,#F9C6C9,37
PR-00555,PC-042,400753.39,198.2,6,Sage Green,#9CAF88,135
PR-00556,PC-022,431704.21,164.5,6,Ivory White,#FFFFF0,6
PR-00557,PC-020,529602.14,205.4,8,Ivory White,#FFFFF0,207
PR-00558,PC-022,498302.99,209.6,8,Forest Green,#228B22,42
PR-00559,PC-001,408326.28,150.4,6,Mustard Yellow,#E1AD01,62
PR-00560,PC-013,551501.16,210.9,7,Forest Green,#228B22,185
PR-00561,PC-029,109539.22,77.5,2,Mustard Yellow,#E1AD01,71
PR-00562,PC-015,243839.77,48.1,1,Blush Pink,#F9C6C9,204
PR-00563,PC-029,139853.92,103.7,3,Slate Gray,#708090,44
PR-00564,PC-026,185673.41,57.2,2,Terracotta,#E2725B,194
PR-00565,PC-015,460161.35,205.5,7,Slate Gray,#708090,205
PR-00566,PC-008,382820.39,61.2,3,Sage Green,#9CAF88,141
PR-00567,PC-047,482115.58,201.7,6,Terracotta,#E2725B,297
PR-00568,PC-045,308927.97,160.7,6,Slate Gray,#708090,284
PR-00569,PC-013,475763.3,158.4,4,Slate Gray,#708090,226
PR-00570,PC-012,454835.85,196.6,7,Sky Blue,#87CEEB,12
PR-00571,PC-024,390883.8,172.9,6,Sage Green,#9CAF88,211
PR-00572,PC-016,396256.79,147.8,5,Mustard Yellow,#E1AD01,58
PR-00573,PC-010,309340.66,48.2,1,Ivory White,#FFFFF0,177
PR-00574,PC-011,400797.29,158.8,5,Slate Gray,#708090,153
PR-00575,PC-009,426193.32,129.0,4,Blush Pink,#F9C6C9,127
PR-00576,PC-002,250256.89,71.5,2,Sage Green,#9CAF88,60
PR-00577,PC-003,223394.32,85.8,4,Sage Green,#9CAF88,262
PR-00578,PC-033,508768.37,197.0,6,Charcoal Black,#36454F,254
PR-00579,PC-015,324028.7,105.1,4,Sand Beige,#F4E1C1,231
PR-00580,PC-004,472304.95,165.7,6,Blush Pink,#F9C6C9,255
PR-00581,PC-042,301785.27,116.9,4,Sand Beige,#F4E1C1,121
PR-00582,PC-040,274529.47,38.9,1,Forest Green,#228B22,4
PR-00583,PC-013,355653.81,55.0,2,Charcoal Black,#36454F,210
PR-00584,PC-036,524312.42,216.8,8,Sand Beige,#F4E1C1,82
PR-00585,PC-015,389160.53,158.1,5,Terracotta,#E2725B,90
PR-00586,PC-031,251088.31,89.4,4,Mustard Yellow,#E1AD01,95
PR-00587,PC-014,263170.53,46.4,1,Charcoal Black,#36454F,60
PR-00588,PC-042,242318.81,69.8,3,Ivory White,#FFFFF0,197
PR-00589,PC-050,263060.37,80.3,3,Ivory White,#FFFFF0,16
PR-00590,PC-031,257565.58,97.5,3,Terracotta,#E2725B,170
PR-00591,PC-041,415939.59,207.6,7,Slate Gray,#708090,44
PR-00592,PC-001,278940.02,55.9,2,Sand Beige,#F4E1C1,198
PR-00593,PC-046,344535.64,141.6,4,Blush Pink,#F9C6C9,68
PR-00594,PC-050,284876.84,98.6,2,Charcoal Black,#36454F,137
PR-00595,PC-019,343457.74,97.2,4,Charcoal Black,#36454F,173
PR-00596,PC-040,433631.5,164.2,5,Sand Beige,#F4E1C1,222
PR-00597,PC-011,254244.56,38.9,2,Terracotta,#E2725B,57
PR-00598,PC-025,298666.0,98.1,4,Mustard Yellow,#E1AD01,31
PR-00599,PC-041,289071.97,111.3,3,Slate Gray,#708090,107
PR-00600,PC-021,325331.95,78.6,3,Sage Green,#9CAF88,96
PR-00601,PC-030,229151.4,42.5,1,Forest Green,#228B22,182
PR-00602,PC-028,311534.22,120.9,4,Ivory White,#FFFFF0,41
PR-00603,PC-036,326607.73,64.8,2,Charcoal Black,#36454F,204
PR-00604,PC-022,491360.99,218.0,6,Sage Green,#9CAF88,284
PR-00605,PC-012,284840.83,67.2,3,Sand Beige,#F4E1C1,45
PR-00606,PC-009,449244.84,152.1,4,Mustard Yellow,#E1AD01,288
PR-00607,PC-003,275697.44,132.6,4,Mustard Yellow,#E1AD01,33
PR-00608,PC-047,428370.18,159.1,6,Terracotta,#E2725B,20
PR-00609,PC-010,381554.08,99.7,3,Forest Green,#228B22,177
PR-00610,PC-011,446880.85,191.0,6,Mustard Yellow,#E1AD01,193
PR-00611,PC-047,424236.83,160.3,5,Charcoal Black,#36454F,288
PR-00612,PC-015,374412.19,146.3,5,Sky Blue,#87CEEB,153
PR-00613,PC-030,355016.19,139.9,4,Sky Blue,#87CEEB,18
PR-00614,PC-044,314024.5,48.2,1,Sage Green,#9CAF88,121
PR-00615,PC-035,331261.55,153.8,5,Slate Gray,#708090,92
PR-00616,PC-026,358403.63,192.0,7,Sand Beige,#F4E1C1,280
PR-00617,PC-038,479579.4,170.9,5,Slate Gray,#708090,81
PR-00618,PC-040,284890.65,39.5,2,Charcoal Black,#36454F,3
PR-00619,PC-044,376184.53,92.0,3,Forest Green,#228B22,218
PR-00620,PC-044,336186.91,63.9,2,Charcoal Black,#36454F,9
PR-00621,PC-023,431144.63,168.1,5,Sand Beige,#F4E1C1,270
PR-00622,PC-033,511959.79,199.8,6,Slate Gray,#708090,3
PR-00623,PC-024,379903.48,162.7,7,Sand Beige,#F4E1C1,267
PR-00624,PC-011,267006.31,55.0,1,Terracotta,#E2725B,172
PR-00625,PC-012,359467.39,128.3,5,Slate Gray,#708090,1
PR-00626,PC-013,412701.35,100.9,4,Sage Green,#9CAF88,159
PR-00627,PC-045,323128.77,169.0,6,Charcoal Black,#36454F,293
PR-00628,PC-022,440017.67,170.1,5,Sky Blue,#87CEEB,22
PR-00629,PC-013,491348.4,169.8,5,Blush Pink,#F9C6C9,247
PR-00630,PC-044,329330.01,51.6,2,Sage Green,#9CAF88,215
PR-00631,PC-010,477563.05,179.9,6,Ivory White,#FFFFF0,9
PR-00632,PC-014,265491.54,40.0,2,Charcoal Black,#36454F,16
PR-00633,PC-033,364012.53,81.5,3,Mustard Yellow,#E1AD01,23
PR-00634,PC-035,403042.26,206.0,7,Ivory White,#FFFFF0,118
PR-00635,PC-024,270222.23,87.7,3,Terracotta,#E2725B,243
PR-00636,PC-028,293783.92,105.0,3,Sky Blue,#87CEEB,226
PR-00637,PC-017,411659.39,185.8,7,Sky Blue,#87CEEB,73
PR-00638,PC-020,311645.22,42.9,2,Charcoal Black,#36454F,72
PR-00639,PC-038,374844.35,78.5,3,Terracotta,#E2725B,164
PR-00640,PC-028,272739.89,102.9,3,Sand Beige,#F4E1C1,179
PR-00641,PC-038,443524.46,136.7,4,Mustard Yellow,#E1AD01,183
PR-00642,PC-027,370937.12,109.2,3,Slate Gray,#708090,165
PR-00643,PC-049,465987.92,108.7,4,Forest Green,#228B22,125
PR-00644,PC-007,218914.99,90.4,3,Sage Green,#9CAF88,38
PR-00645,PC-025,432538.44,207.7,7,Sand Beige,#F4E1C1,190
PR-00646,PC-035,394877.53,201.5,7,Forest Green,#228B22,223
PR-00647,PC-050,286377.15,99.7,3,Blush Pink,#F9C6C9,208
PR-00648,PC-004,404805.35,115.7,4,Terracotta,#E2725B,158
PR-00649,PC-019,323601.46,92.0,3,Sage Green,#9CAF88,6
PR-00650,PC-034,399297.25,129.5,4,Sand Beige,#F4E1C1,47
PR-00651,PC-009,411897.38,108.3,5,Mustard Yellow,#E1AD01,60
PR-00652,PC-022,403275.16,145.0,4,Ivory White,#FFFFF0,269
PR-00653,PC-022,472540.02,198.3,6,Sage Green,#9CAF88,196
PR-00654,PC-049,578725.58,195.5,7,Mustard Yellow,#E1AD01,33
PR-00655,PC-009,392556.35,102.0,3,Sage Green,#9CAF88,268
PR-00656,PC-021,298206.32,66.6,2,Terracotta,#E2725B,7
PR-00657,PC-016,309724.08,78.8,2,Sky Blue,#87CEEB,171
PR-00658,PC-030,255453.49,55.7,3,Blush Pink,#F9C6C9,166
PR-00659,PC-010,480869.79,172.4,6,Sand Beige,#F4E1C1,146
PR-00660,PC-041,363707.64,161.5,6,Forest Green,#228B22,101
PR-00661,PC-007,259730.1,118.2,4,Ivory White,#FFFFF0,245
PR-00662,PC-026,296652.86,144.0,4,Terracotta,#E2725B,76
PR-00663,PC-007,169035.3,47.9,3,Sand Beige,#F4E1C1,14
PR-00664,PC-048,375935.19,44.3,2,Ivory White,#FFFFF0,104
PR-00665,PC-033,354549.48,75.6,2,Sage Green,#9CAF88,275
PR-00666,PC-011,269518.94,50.1,2,Sky Blue,#87CEEB,250
PR-00667,PC-038,473872.65,161.5,5,Sky Blue,#87CEEB,88
PR-00668,PC-046,392798.45,178.4,5,Sky Blue,#87CEEB,191
PR-00669,PC-006,290362.32,67.8,2,Charcoal Black,#36454F,28
PR-00670,PC-002,307951.61,115.4,3,Forest Green,#228B22,232
PR-00671,PC-020,492507.71,190.3,6,Forest Green,#228B22,188
PR-00672,PC-017,441695.81,219.6,7,Forest Green,#228B22,124
PR-00673,PC-008,480509.57,133.5,5,Sand Beige,#F4E1C1,168
PR-00674,PC-036,440355.4,139.1,6,Forest Green,#228B22,118
PR-00675,PC-030,364274.07,143.2,5,Mustard Yellow,#E1AD01,180
PR-00676,PC-046,305917.26,110.6,4,Sage Green,#9CAF88,184
PR-00677,PC-004,472312.16,169.5,5,Blush Pink,#F9C6C9,199
PR-00678,PC-037,520068.58,199.8,8,Sage Green,#9CAF88,56
PR-00679,PC-028,258070.98,90.8,1,Forest Green,#228B22,209
PR-00680,PC-030,411288.25,188.2,5,Mustard Yellow,#E1AD01,214
PR-00681,PC-002,419777.39,197.9,5,Ivory White,#FFFFF0,283
PR-00682,PC-048,480879.9,123.6,5,Sand Beige,#F4E1C1,110
PR-00683,PC-040,487388.86,203.9,5,Slate Gray,#708090,183
PR-00684,PC-005,478465.85,188.1,6,Sand Beige,#F4E1C1,13
PR-00685,PC-046,295036.02,93.4,4,Blush Pink,#F9C6C9,32
PR-00686,PC-039,337681.15,99.0,3,Slate Gray,#708090,45
PR-00687,PC-012,372796.82,145.4,4,Blush Pink,#F9C6C9,42
PR-00688,PC-022,339013.27,91.9,3,Forest Green,#228B22,245
PR-00689,PC-006,327196.5,107.4,3,Mustard Yellow,#E1AD01,144
PR-00690,PC-025,242064.63,60.4,2,Mustard Yellow,#E1AD01,296
PR-00691,PC-022,458422.55,191.9,6,Ivory White,#FFFFF0,34
PR-00692,PC-028,250615.6,81.4,2,Sand Beige,#F4E1C1,195
PR-00693,PC-027,287941.16,37.7,2,Blush Pink,#F9C6C9,169
PR-00694,PC-036,454077.65,159.1,5,Sand Beige,#F4E1C1,232
PR-00695,PC-046,258718.5,74.8,2,Sky Blue,#87CEEB,57
PR-00696,PC-012,482472.53,219.5,8,Forest Green,#228B22,211
PR-00697,PC-005,296227.42,46.8,2,Sand Beige,#F4E1C1,129
PR-00698,PC-026,365864.28,196.5,7,Mustard Yellow,#E1AD01,74
PR-00699,PC-015,269880.41,59.7,3,Sky Blue,#87CEEB,294
PR-00700,PC-039,419353.9,162.4,5,Charcoal Black,#36454F,65
PR-00701,PC-031,400491.89,197.4,7,Forest Green,#228B22,186
PR-00702,PC-013,521592.66,191.7,6,Sky Blue,#87CEEB,151
PR-00703,PC-040,419092.7,143.3,5,Blush Pink,#F9C6C9,74
PR-00704,PC-009,496022.8,176.6,8,Sky Blue,#87CEEB,197
PR-00705,PC-022,299610.55,65.6,2,Forest Green,#228B22,282
PR-00706,PC-045,335885.67,186.5,6,Sky Blue,#87CEEB,139
PR-00707,PC-034,322610.78,74.9,2,Sky Blue,#87CEEB,298
PR-00708,PC-049,397237.69,55.6,2,Ivory White,#FFFFF0,36
PR-00709,PC-044,308731.55,36.7,2,Ivory White,#FFFFF0,262
PR-00710,PC-022,447099.07,172.1,6,Terracotta,#E2725B,121
PR-00711,PC-031,420186.16,214.7,7,Mustard Yellow,#E1AD01,3
PR-00712,PC-018,320763.77,136.8,6,Ivory White,#FFFFF0,212
PR-00713,PC-001,312274.46,88.7,2,Slate Gray,#708090,153
PR-00714,PC-008,567063.05,204.8,7,Sand Beige,#F4E1C1,279
PR-00715,PC-004,521297.98,207.3,6,Sand Beige,#F4E1C1,199
PR-00716,PC-022,381759.33,116.6,5,Ivory White,#FFFFF0,95
PR-00717,PC-027,305823.82,54.6,2,Charcoal Black,#36454F,98
PR-00718,PC-027,305030.14,56.4,1,Sand Beige,#F4E1C1,53
PR-00719,PC-021,424114.98,157.7,5,Ivory White,#FFFFF0,230
PR-00720,PC-008,500393.86,156.4,5,Mustard Yellow,#E1AD01,250
PR-00721,PC-025,251132.62,65.1,2,Charcoal Black,#36454F,208
PR-00722,PC-032,481023.64,127.4,3,Sage Green,#9CAF88,223
PR-00723,PC-009,502441.51,192.7,7,Terracotta,#E2725B,4
PR-00724,PC-008,546112.01,190.8,7,Sand Beige,#F4E1C1,235
PR-00725,PC-001,485609.08,211.6,7,Blush Pink,#F9C6C9,52
PR-00726,PC-018,325100.24,144.0,5,Sky Blue,#87CEEB,122
PR-00727,PC-025,367522.4,151.8,6,Terracotta,#E2725B,168
PR-00728,PC-034,280009.17,44.1,2,Ivory White,#FFFFF0,170
PR-00729,PC-050,436123.88,210.8,7,Forest Green,#228B22,95
PR-00730,PC-040,492624.05,199.5,7,Sage Green,#9CAF88,23
PR-00731,PC-006,372784.01,134.1,3,Blush Pink,#F9C6C9,179
PR-00732,PC-042,296428.46,119.1,3,Slate Gray,#708090,180
PR-00733,PC-047,476344.57,198.6,7,Terracotta,#E2725B,115
PR-00734,PC-005,508625.75,212.9,7,Mustard Yellow,#E1AD01,233
PR-00735,PC-006,246737.07,38.5,1,Sage Green,#9CAF88,119
PR-00736,PC-007,293203.28,143.0,5,Ivory White,#FFFFF0,130
PR-00737,PC-009,511066.51,193.2,7,Mustard Yellow,#E1AD01,183
PR-00738,PC-038,539607.26,207.8,8,Sand Beige,#F4E1C1,68
PR-00739,PC-050,276761.79,94.1,2,Blush Pink,#F9C6C9,181
PR-00740,PC-028,421443.13,205.4,7,Sage Green,#9CAF88,259
PR-00741,PC-047,451831.07,179.3,5,Terracotta,#E2725B,20
PR-00742,PC-048,426931.11,84.0,3,Ivory White,#FFFFF0,151
PR-00743,PC-017,210035.27,45.5,1,Charcoal Black,#36454F,27
PR-00744,PC-007,286525.94,136.7,5,Forest Green,#228B22,285
