review_id,property_id,review_rating,sentiment_score,review_date,flagged_for_moderation
RV-002642,PR-00881,2,29.3,2026-04-28,False
RV-002643,PR-00881,3,46.3,2025-05-10,True
RV-002644,PR-00882,4,68.9,2026-01-25,True
RV-002645,PR-00882,4,75.4,2026-06-24,False
RV-002646,PR-00882,4,68.2,2025-06-10,True
RV-002647,PR-00883,3,36.2,2025-04-05,True
RV-002648,PR-00883,3,33.6,2024-11-05,False
RV-002649,PR-00883,3,37.2,2025-04-26,True
RV-002650,PR-00884,4,90.0,2026-01-25,False
RV-002651,PR-00884,5,100.0,2025-10-07,False
RV-002652,PR-00884,5,96.7,2025-05-29,True
RV-002653,PR-00885,5,89.5,2024-12-29,False
RV-002654,PR-00885,4,82.5,2025-10-14,True
RV-002655,PR-00885,5,92.0,2026-07-19,False
RV-002656,PR-00886,3,47.0,2025-03-02,False
RV-002657,PR-00886,3,44.0,2025-12-07,False
RV-002658,PR-00886,2,49.3,2025-04-02,True
RV-002659,PR-00887,3,56.6,2026-04-18,False
RV-002660,PR-00887,3,59.8,2025-07-25,True
RV-002661,PR-00887,3,50.8,2026-08-11,True
RV-002662,PR-00888,3,40.1,2026-03-03,False
RV-002663,PR-00888,3,54.2,2024-11-07,False
RV-002664,PR-00888,3,31.7,2024-10-08,True
RV-002665,PR-00889,4,62.8,2024-12-22,True
RV-002666,PR-00889,3,64.8,2025-11-28,True
RV-002667,PR-00889,3,66.7,2024-09-19,True
RV-002668,PR-00890,4,65.3,2025-05-22,True
RV-002669,PR-00890,4,70.5,2026-07-19,True
RV-002670,PR-00890,4,77.1,2026-03-20,False
RV-002671,PR-00891,3,43.4,2024-10-12,False
RV-002672,PR-00891,4,56.1,2024-10-26,True
RV-002673,PR-00891,3,57.7,2025-12-17,False
RV-002674,PR-00892,3,37.3,2025-03-18,False
RV-002675,PR-00892,3,51.2,2026-01-12,True
RV-002676,PR-00892,2,46.2,2024-09-19,False
RV-002677,PR-00893,4,75.3,2025-06-29,False
RV-002678,PR-00893,4,69.1,2024-10-09,False
RV-002679,PR-00893,4,80.6,2025-10-28,True
RV-002680,PR-00894,2,37.6,2026-07-17,True
RV-002681,PR-00894,2,23.0,2025-11-24,True
RV-002682,PR-00894,3,44.7,2025-12-12,True
RV-002683,PR-00895,4,56.9,2026-08-27,True
RV-002684,PR-00895,3,65.3,2026-08-15,True
RV-002685,PR-00895,3,60.6,2025-02-01,False
RV-002686,PR-00896,3,36.6,2025-04-24,True
RV-002687,PR-00896,3,46.2,2024-10-28,True
RV-002688,PR-00896,3,47.1,2024-12-23,True
RV-002689,PR-00897,4,89.1,2024-12-30,False
RV-002690,PR-00897,4,79.6,2026-08-26,True
RV-002691,PR-00897,4,87.4,2026-06-18,False
RV-002692,PR-00898,4,74.2,2026-08-19,True
RV-002693,PR-00898,4,86.4,2025-07-08,False
RV-002694,PR-00898,4,77.0,2026-06-19,False
RV-002695,PR-00899,3,37.9,2024-10-12,True
RV-002696,PR-00899,2,32.1,2025-04-01,True
RV-002697,PR-00899,2,29.9,2025-09-27,False
RV-002698,PR-00900,3,25.1,2024-09-18,False
RV-002699,PR-00900,3,39.8,2025-04-22,True
RV-002700,PR-00900,3,19.3,2024-12-02,True
RV-002701,PR-00901,4,72.1,2026-07-11,True
RV-002702,PR-00901,3,64.2,2025-07-03,False
RV-002703,PR-00901,3,69.5,2024-11-03,False
RV-002704,PR-00902,3,49.6,2026-01-28,True
RV-002705,PR-00902,3,57.2,2026-04-13,True
RV-002706,PR-00902,3,35.6,2025-05-25,True
RV-002707,PR-00903,3,46.2,2025-03-31,False
RV-002708,PR-00903,3,45.6,2025-11-19,False
RV-002709,PR-00903,4,56.8,2025-11-27,False
RV-002710,PR-00904,3,50.0,2025-08-15,False
RV-002711,PR-00904,3,46.2,2026-06-15,False
RV-002712,PR-00904,3,44.8,2026-06-16,True
RV-002713,PR-00905,3,31.3,2025-05-15,True
RV-002714,PR-00905,2,47.9,2026-06-27,True
RV-002715,PR-00905,3,48.9,2026-07-31,False
RV-002716,PR-00906,3,44.1,2025-10-06,False
RV-002717,PR-00906,3,41.1,2025-09-06,False
RV-002718,PR-00906,3,46.3,2026-01-19,True
RV-002719,PR-00907,4,46.5,2025-03-08,False
RV-002720,PR-00907,4,58.0,2026-08-01,False
RV-002721,PR-00907,3,56.0,2025-07-18,True
RV-002722,PR-00908,5,92.7,2024-12-03,False
RV-002723,PR-00908,4,76.1,2025-01-25,False
RV-002724,PR-00908,5,80.5,2025-05-17,False
RV-002725,PR-00909,4,71.6,2026-03-09,True
RV-002726,PR-00909,5,64.2,2025-08-23,True
RV-002727,PR-00909,4,77.5,2026-05-18,True
RV-002728,PR-00910,3,46.4,2025-12-17,True
RV-002729,PR-00910,3,47.0,2025-07-07,False
RV-002730,PR-00910,3,55.8,2025-03-23,False
RV-002731,PR-00911,3,53.1,2025-05-28,True
RV-002732,PR-00911,4,69.0,2025-04-19,False
RV-002733,PR-00911,3,63.6,2026-03-27,True
RV-002734,PR-00912,3,33.5,2025-08-23,False
RV-002735,PR-00912,3,39.8,2026-04-11,False
RV-002736,PR-00912,2,47.5,2025-04-03,True
RV-002737,PR-00913,4,94.0,2026-05-16,True
RV-002738,PR-00913,5,100.0,2025-01-15,False
RV-002739,PR-00913,4,100.0,2025-12-05,False
RV-002740,PR-00914,4,60.8,2025-10-04,True
RV-002741,PR-00914,4,67.8,2025-02-12,True
RV-002742,PR-00914,3,50.8,2025-01-08,True
RV-002743,PR-00915,3,32.6,2025-02-25,True
RV-002744,PR-00915,3,32.7,2025-06-11,True
RV-002745,PR-00915,2,40.1,2025-10-03,False
RV-002746,PR-00916,2,12.9,2024-11-19,False
RV-002747,PR-00916,3,20.9,2025-04-23,True
RV-002748,PR-00916,2,32.4,2026-06-12,True
RV-002749,PR-00917,4,67.2,2024-11-26,True
RV-002750,PR-00917,4,75.7,2025-03-19,False
RV-002751,PR-00917,4,61.8,2025-12-30,True
RV-002752,PR-00918,5,72.1,2026-02-01,False
RV-002753,PR-00918,3,69.0,2026-01-28,True
RV-002754,PR-00918,4,58.6,2025-03-05,False
RV-002755,PR-00919,3,36.8,2025-03-10,True
RV-002756,PR-00919,3,51.1,2025-11-19,False
RV-002757,PR-00919,3,52.6,2025-12-07,True
RV-002758,PR-00920,3,58.8,2025-09-12,False
RV-002759,PR-00920,3,44.2,2024-12-14,True
RV-002760,PR-00920,3,48.2,2025-08-24,False
RV-002761,PR-00921,4,71.0,2025-08-31,True
RV-002762,PR-00921,4,73.5,2025-11-04,True
RV-002763,PR-00921,4,68.0,2025-08-01,False
RV-002764,PR-00922,2,61.7,2026-04-25,False
RV-002765,PR-00922,4,67.3,2026-09-01,False
RV-002766,PR-00922,4,60.3,2026-06-12,True
RV-002767,PR-00923,4,59.8,2026-04-09,False
RV-002768,PR-00923,4,53.1,2024-11-03,False
RV-002769,PR-00923,5,69.9,2025-06-28,False
RV-002770,PR-00924,2,44.5,2026-03-11,True
RV-002771,PR-00924,3,47.1,2025-01-15,False
RV-002772,PR-00924,3,38.4,2026-02-08,False
RV-002773,PR-00925,3,65.4,2026-02-16,True
RV-002774,PR-00925,4,54.7,2025-02-13,True
RV-002775,PR-00925,3,60.5,2025-03-07,False
RV-002776,PR-00926,2,45.4,2025-05-21,False
RV-002777,PR-00926,2,22.4,2026-04-01,False
RV-002778,PR-00926,2,42.2,2025-12-05,True
RV-002779,PR-00927,3,34.1,2025-12-25,False
RV-002780,PR-00927,2,57.1,2025-08-30,False
RV-002781,PR-00927,3,41.3,2026-04-05,False
RV-002782,PR-00928,3,62.3,2025-04-05,True
RV-002783,PR-00928,4,67.6,2025-12-07,False
RV-002784,PR-00928,3,48.0,2025-04-29,False
RV-002785,PR-00929,3,69.1,2025-09-17,True
RV-002786,PR-00929,4,77.9,2025-07-14,False
RV-002787,PR-00929,5,67.6,2026-08-09,False
RV-002788,PR-00930,3,65.5,2025-12-25,True
RV-002789,PR-00930,4,61.9,2025-04-15,True
RV-002790,PR-00930,3,48.9,2025-09-09,False
RV-002791,PR-00931,4,70.3,2025-04-07,False
RV-002792,PR-00931,4,73.0,2025-01-07,True
RV-002793,PR-00931,3,58.3,2025-10-02,False
RV-002794,PR-00932,4,92.6,2026-02-19,False
RV-002795,PR-00932,3,84.5,2026-05-08,True
RV-002796,PR-00932,4,80.0,2025-12-09,True
RV-002797,PR-00933,3,60.0,2024-10-27,True
RV-002798,PR-00933,3,59.5,2025-06-18,True
RV-002799,PR-00933,3,52.8,2025-03-17,True
RV-002800,PR-00934,4,79.1,2026-04-27,True
RV-002801,PR-00934,3,71.2,2024-11-06,False
RV-002802,PR-00934,3,84.9,2025-09-28,True
RV-002803,PR-00935,3,72.3,2025-05-04,True
RV-002804,PR-00935,3,77.8,2026-07-07,False
RV-002805,PR-00935,4,65.1,2026-04-01,True
RV-002806,PR-00936,4,68.4,2026-01-31,False
RV-002807,PR-00936,4,79.3,2024-11-15,False
RV-002808,PR-00936,4,83.4,2025-07-06,True
RV-002809,PR-00937,4,56.7,2024-11-18,True
RV-002810,PR-00937,3,46.8,2026-07-13,False
RV-002811,PR-00937,4,50.6,2025-02-07,False
RV-002812,PR-00938,2,33.3,2025-01-04,False
RV-002813,PR-00938,2,40.2,2025-12-17,True
RV-002814,PR-00938,3,14.5,2026-04-23,False
RV-002815,PR-00939,2,34.4,2025-02-22,False
RV-002816,PR-00939,3,36.3,2026-03-26,True
RV-002817,PR-00939,2,44.1,2025-09-17,False
RV-002818,PR-00940,3,62.8,2026-06-22,True
RV-002819,PR-00940,4,60.6,2024-12-08,True
RV-002820,PR-00940,3,66.8,2024-11-20,False
RV-002821,PR-00941,5,61.3,2025-04-14,False
RV-002822,PR-00941,4,73.0,2025-07-14,False
RV-002823,PR-00941,4,63.8,2026-02-03,True
RV-002824,PR-00942,3,53.3,2025-08-27,False
RV-002825,PR-00942,3,54.4,2024-11-25,False
RV-002826,PR-00942,3,52.3,2025-11-19,True
RV-002827,PR-00943,3,73.6,2024-10-04,True
RV-002828,PR-00943,4,74.3,2025-12-13,False
RV-002829,PR-00943,4,64.8,2025-07-18,False
RV-002830,PR-00944,2,36.3,2025-12-10,True
RV-002831,PR-00944,3,39.5,2025-12-27,True
RV-002832,PR-00944,2,38.6,2024-12-28,True
RV-002833,PR-00945,4,72.8,2026-02-07,False
RV-002834,PR-00945,4,80.5,2025-10-03,False
RV-002835,PR-00945,4,77.8,2025-09-02,True
RV-002836,PR-00946,3,39.8,2025-09-14,True
RV-002837,PR-00946,2,61.9,2026-07-12,False
RV-002838,PR-00946,3,52.2,2026-01-06,True
RV-002839,PR-00947,4,74.9,2026-09-08,False
RV-002840,PR-00947,3,71.9,2026-07-12,True
RV-002841,PR-00947,3,70.5,2025-08-10,True
RV-002842,PR-00948,3,61.0,2025-02-24,False
RV-002843,PR-00948,3,62.3,2025-10-16,True
RV-002844,PR-00948,3,46.5,2025-09-29,False
RV-002845,PR-00949,2,28.7,2026-03-15,True
RV-002846,PR-00949,1,16.3,2026-03-22,True
RV-002847,PR-00949,2,20.1,2026-04-17,True
RV-002848,PR-00950,3,28.9,2024-10-26,True
RV-002849,PR-00950,2,22.8,2025-04-15,True
RV-002850,PR-00950,2,17.5,2025-07-16,True
RV-002851,PR-00951,4,75.6,2026-07-13,False
RV-002852,PR-00951,4,85.9,2026-03-03,True
RV-002853,PR-00951,5,76.9,2025-11-27,True
RV-002854,PR-00952,4,79.3,2025-09-28,True
RV-002855,PR-00952,5,86.1,2026-08-25,True
RV-002856,PR-00952,4,71.3,2024-09-27,True
RV-002857,PR-00953,3,57.7,2026-02-25,True
RV-002858,PR-00953,3,62.9,2026-04-29,True
RV-002859,PR-00953,4,56.4,2026-05-13,False
RV-002860,PR-00954,5,72.0,2025-04-15,False
RV-002861,PR-00954,5,74.1,2026-03-10,False
RV-002862,PR-00954,4,76.5,2026-03-03,True
RV-002863,PR-00955,3,70.9,2026-07-14,True
RV-002864,PR-00955,4,53.9,2026-02-28,False
RV-002865,PR-00955,4,71.6,2025-11-09,True
RV-002866,PR-00956,3,44.7,2026-08-04,False
RV-002867,PR-00956,4,40.2,2024-11-27,False
RV-002868,PR-00956,3,55.9,2025-05-16,False
RV-002869,PR-00957,2,30.7,2025-02-21,False
RV-002870,PR-00957,3,25.3,2025-07-18,True
RV-002871,PR-00957,1,31.5,2025-03-23,False
RV-002872,PR-00958,2,32.2,2024-12-11,False
RV-002873,PR-00958,2,30.1,2025-04-17,False
RV-002874,PR-00958,2,30.5,2026-06-06,False
RV-002875,PR-00959,2,31.4,2025-12-29,True
RV-002876,PR-00959,3,36.1,2026-02-25,False
RV-002877,PR-00959,3,29.3,2025-01-31,True
RV-002878,PR-00960,2,52.9,2025-10-26,False
RV-002879,PR-00960,3,45.8,2024-09-23,False
RV-002880,PR-00960,3,44.1,2026-04-01,False
RV-002881,PR-00961,3,65.2,2026-02-08,False
RV-002882,PR-00961,3,58.3,2025-02-27,True
RV-002883,PR-00961,4,57.6,2025-06-11,False
RV-002884,PR-00962,3,43.9,2024-12-20,False
RV-002885,PR-00962,2,33.9,2025-09-21,True
RV-002886,PR-00962,3,36.1,2025-07-30,True
RV-002887,PR-00963,5,87.2,2026-05-05,True
RV-002888,PR-00963,4,89.0,2025-03-30,False
RV-002889,PR-00963,5,82.1,2026-02-12,True
RV-002890,PR-00964,3,61.7,2026-02-13,False
RV-002891,PR-00964,4,61.2,2026-02-27,False
RV-002892,PR-00964,4,55.3,2025-01-27,True
RV-002893,PR-00965,2,60.0,2026-01-18,True
RV-002894,PR-00965,4,43.5,2025-09-19,False
RV-002895,PR-00965,2,50.8,2026-04-05,False
RV-002896,PR-00966,4,68.9,2025-11-05,True
RV-002897,PR-00966,5,84.5,2025-04-23,False
RV-002898,PR-00966,4,70.9,2025-06-08,False
RV-002899,PR-00967,3,50.3,2026-03-27,True
RV-002900,PR-00967,3,60.2,2025-10-10,False
RV-002901,PR-00967,3,56.1,2026-04-14,False
RV-002902,PR-00968,2,30.1,2025-02-20,True
RV-002903,PR-00968,2,35.3,2024-12-13,True
RV-002904,PR-00968,2,34.2,2025-09-05,False
RV-002905,PR-00969,1,17.6,2025-02-09,False
RV-002906,PR-00969,2,23.9,2025-09-07,True
RV-002907,PR-00969,1,15.6,2025-05-16,False
RV-002908,PR-00970,4,73.1,2025-03-13,False
RV-002909,PR-00970,3,67.0,2026-06-23,True
RV-002910,PR-00970,3,67.8,2024-12-27,False
RV-002911,PR-00971,4,76.9,2025-09-07,False
RV-002912,PR-00971,5,92.3,2026-03-14,False
RV-002913,PR-00971,4,94.7,2025-04-15,True
RV-002914,PR-00972,3,58.3,2026-05-15,True
RV-002915,PR-00972,3,76.2,2025-06-17,False
RV-002916,PR-00972,3,58.3,2026-02-09,True
RV-002917,PR-00973,3,25.7,2026-02-26,False
RV-002918,PR-00973,2,26.0,2025-10-28,False
RV-002919,PR-00973,2,33.2,2026-04-15,False
RV-002920,PR-00974,3,43.6,2026-06-26,False
RV-002921,PR-00974,3,40.0,2026-06-04,False
RV-002922,PR-00974,3,54.0,2026-07-05,True
RV-002923,PR-00975,3,55.8,2025-12-13,False
RV-002924,PR-00975,4,60.5,2024-09-15,False
RV-002925,PR-00975,3,59.2,2025-06-30,True
RV-002926,PR-00976,3,41.4,2025-05-15,True
RV-002927,PR-00976,2,40.3,2026-07-20,True
RV-002928,PR-00976,2,46.2,2026-03-22,True
RV-002929,PR-00977,2,23.9,2025-07-19,False
RV-002930,PR-00977,2,24.3,2025-09-22,False
RV-002931,PR-00977,2,35.5,2026-04-23,False
RV-002932,PR-00978,3,32.3,2026-04-12,False
RV-002933,PR-00978,3,34.5,2025-07-27,False
RV-002934,PR-00978,2,43.1,2025-05-02,True
RV-002935,PR-00979,2,37.0,2025-10-04,True
RV-002936,PR-00979,2,36.7,2026-05-09,True
RV-002937,PR-00979,2,24.3,2026-02-12,True
RV-002938,PR-00980,3,33.0,2025-04-12,True
RV-002939,PR-00980,3,40.1,2026-08-28,False
RV-002940,PR-00980,3,33.4,2024-11-17,False
RV-002941,PR-00981,2,21.9,2026-01-03,False
RV-002942,PR-00981,2,35.1,2025-02-08,True
RV-002943,PR-00981,2,29.2,2026-04-21,False
RV-002944,PR-00982,2,26.1,2025-03-10,False
RV-002945,PR-00982,2,23.4,2025-04-01,True
RV-002946,PR-00982,2,23.5,2025-12-05,True
RV-002947,PR-00983,4,71.1,2025-04-12,False
RV-002948,PR-00983,4,79.2,2026-03-02,True
RV-002949,PR-00983,4,71.3,2025-10-16,True
RV-002950,PR-00984,5,64.7,2026-08-30,False
RV-002951,PR-00984,4,59.7,2024-09-27,False
RV-002952,PR-00984,3,70.4,2026-04-13,False
RV-002953,PR-00985,4,70.2,2025-10-03,True
RV-002954,PR-00985,4,62.3,2024-10-05,True
RV-002955,PR-00985,3,61.9,2025-05-09,True
RV-002956,PR-00986,2,25.1,2024-12-22,False
RV-002957,PR-00986,2,15.6,2026-03-16,True
RV-002958,PR-00986,2,23.0,2026-02-12,True
RV-002959,PR-00987,2,22.4,2026-05-30,False
RV-002960,PR-00987,1,21.9,2026-03-19,False
RV-002961,PR-00987,2,19.6,2025-09-21,True
RV-002962,PR-00988,4,70.3,2025-04-24,True
RV-002963,PR-00988,4,75.4,2026-07-17,False
RV-002964,PR-00988,3,81.4,2026-02-15,True
RV-002965,PR-00989,4,61.0,2025-11-12,True
RV-002966,PR-00989,3,59.5,2025-07-05,True
RV-002967,PR-00989,4,61.7,2025-04-21,False
RV-002968,PR-00990,3,51.4,2026-04-30,True
RV-002969,PR-00990,3,45.7,2024-10-12,False
RV-002970,PR-00990,4,58.6,2025-03-26,False
RV-002971,PR-00991,4,76.9,2026-06-16,True
RV-002972,PR-00991,4,68.5,2026-03-26,True
RV-002973,PR-00991,3,75.5,2024-10-28,True
RV-002974,PR-00992,4,57.6,2025-03-07,True
RV-002975,PR-00992,4,47.8,2025-07-03,False
RV-002976,PR-00992,3,62.9,2024-10-07,False
RV-002977,PR-00993,2,32.6,2024-11-12,False
RV-002978,PR-00993,3,30.6,2024-09-19,False
RV-002979,PR-00993,3,44.5,2024-10-09,False
RV-002980,PR-00994,4,57.7,2025-07-07,True
RV-002981,PR-00994,4,60.8,2025-04-06,False
RV-002982,PR-00994,4,61.6,2026-07-25,False
RV-002983,PR-00995,2,48.9,2025-07-27,False
RV-002984,PR-00995,3,35.9,2025-02-22,True
RV-002985,PR-00995,2,50.7,2026-06-15,True
RV-002986,PR-00996,3,42.7,2024-10-21,False
RV-002987,PR-00996,2,43.3,2024-10-22,False
RV-002988,PR-00996,3,50.2,2026-06-28,True
RV-002989,PR-00997,4,47.0,2024-10-04,True
RV-002990,PR-00997,3,51.4,2024-10-09,False
RV-002991,PR-00997,3,55.9,2025-01-13,False
RV-002992,PR-00998,3,59.4,2025-06-12,False
RV-002993,PR-00998,3,50.7,2025-02-26,True
RV-002994,PR-00998,3,60.5,2025-10-08,False
RV-002995,PR-00999,3,33.3,2026-03-15,False
RV-002996,PR-00999,2,48.9,2025-01-20,True
RV-002997,PR-00999,3,45.9,2026-08-03,True
RV-002998,PR-01000,3,61.1,2026-02-14,True
RV-002999,PR-01000,3,51.0,2025-03-02,False
RV-003000,PR-01000,3,55.6,2025-08-22,False
RV-003001,PR-01001,2,52.7,2025-10-16,True
RV-003002,PR-01001,3,54.8,2025-06-22,True
RV-003003,PR-01001,3,37.3,2026-06-24,True
RV-003004,PR-01002,3,52.4,2024-10-27,False
RV-003005,PR-01002,3,49.6,2025-04-27,True
RV-003006,PR-01002,3,49.1,2025-08-25,True
RV-003007,PR-01003,2,28.5,2024-09-29,True
RV-003008,PR-01003,3,40.4,2025-11-30,True
RV-003009,PR-01003,3,37.9,2025-05-14,False
RV-003010,PR-01004,3,73.8,2025-06-07,True
RV-003011,PR-01004,4,68.7,2025-06-26,True
RV-003012,PR-01004,4,81.4,2025-02-08,True
RV-003013,PR-01005,4,60.5,2026-07-19,False
RV-003014,PR-01005,4,55.8,2024-12-05,False
RV-003015,PR-01005,4,56.3,2026-02-11,True
RV-003016,PR-01006,2,31.3,2024-10-29,True
RV-003017,PR-01006,3,30.9,2025-03-15,True
RV-003018,PR-01006,2,31.8,2026-06-12,True
RV-003019,PR-01007,3,48.9,2024-12-15,True
RV-003020,PR-01007,2,47.5,2026-04-21,True
RV-003021,PR-01007,2,44.4,2026-09-03,True
RV-003022,PR-01008,3,46.4,2025-03-18,True
RV-003023,PR-01008,4,47.1,2025-10-29,True
RV-003024,PR-01008,4,43.2,2026-05-12,False
RV-003025,PR-01009,3,42.2,2026-04-08,True
RV-003026,PR-01009,3,47.9,2025-05-17,False
RV-003027,PR-01009,4,41.7,2024-10-06,True
RV-003028,PR-01010,2,31.1,2024-12-16,False
RV-003029,PR-01010,2,28.5,2024-12-18,False
RV-003030,PR-01010,2,36.0,2026-02-08,False
RV-003031,PR-01011,3,20.3,2026-07-10,True
RV-003032,PR-01011,2,35.7,2025-06-16,True
RV-003033,PR-01011,2,37.2,2026-09-04,False
RV-003034,PR-01012,3,50.6,2026-08-29,False
RV-003035,PR-01012,3,55.8,2024-11-19,False
RV-003036,PR-01012,3,48.1,2024-11-01,False
RV-003037,PR-01013,3,48.9,2025-04-08,False
RV-003038,PR-01013,3,31.3,2025-12-05,False
RV-003039,PR-01013,2,40.0,2025-06-27,True
RV-003040,PR-01014,3,48.3,2026-02-12,True
RV-003041,PR-01014,4,69.1,2024-12-03,True
RV-003042,PR-01014,3,55.9,2025-08-10,False
RV-003043,PR-01015,3,45.0,2025-05-28,False
RV-003044,PR-01015,3,36.0,2026-04-30,True
RV-003045,PR-01015,3,44.0,2024-09-23,True
RV-003046,PR-01016,3,62.7,2025-09-19,True
RV-003047,PR-01016,2,47.7,2026-09-03,True
RV-003048,PR-01016,3,49.9,2026-08-03,True
RV-003049,PR-01017,3,54.2,2025-02-12,False
RV-003050,PR-01017,3,59.0,2026-02-12,False
RV-003051,PR-01017,3,49.5,2025-07-21,False
RV-003052,PR-01018,2,33.9,2025-12-13,False
RV-003053,PR-01018,3,21.3,2024-09-15,True
RV-003054,PR-01018,2,31.5,2026-05-28,False
RV-003055,PR-01019,3,74.0,2025-06-22,False
RV-003056,PR-01019,4,63.7,2025-01-16,True
RV-003057,PR-01019,3,69.7,2026-05-22,True
RV-003058,PR-01020,2,41.0,2025-09-03,True
RV-003059,PR-01020,2,19.8,2026-08-21,True
RV-003060,PR-01020,2,24.1,2026-03-13,False
RV-003061,PR-01021,4,66.1,2025-11-06,True
RV-003062,PR-01021,3,57.3,2026-04-18,False
RV-003063,PR-01021,4,45.4,2026-09-07,True
RV-003064,PR-01022,3,64.4,2026-05-25,True
RV-003065,PR-01022,4,62.2,2025-10-16,True
RV-003066,PR-01022,4,55.4,2025-02-05,False
RV-003067,PR-01023,4,80.0,2025-09-08,False
RV-003068,PR-01023,4,84.6,2025-01-30,True
RV-003069,PR-01023,5,87.7,2026-07-07,False
RV-003070,PR-01024,4,57.8,2025-07-08,False
RV-003071,PR-01024,3,79.8,2024-12-08,False
RV-003072,PR-01024,3,60.9,2026-01-30,True
RV-003073,PR-01025,4,51.0,2025-11-08,True
RV-003074,PR-01025,3,53.3,2025-02-15,False
RV-003075,PR-01025,3,61.0,2025-01-17,False
RV-003076,PR-01026,3,64.5,2024-12-19,False
RV-003077,PR-01026,4,50.3,2026-08-15,False
RV-003078,PR-01026,3,51.4,2026-07-13,True
RV-003079,PR-01027,3,26.8,2026-06-20,False
RV-003080,PR-01027,3,41.0,2025-09-28,False
RV-003081,PR-01027,3,46.4,2026-02-10,True
RV-003082,PR-01028,3,41.0,2025-08-26,True
RV-003083,PR-01028,2,48.2,2025-11-15,False
RV-003084,PR-01028,3,33.4,2025-11-02,False
RV-003085,PR-01029,4,66.5,2026-04-23,False
RV-003086,PR-01029,3,60.3,2024-12-14,True
RV-003087,PR-01029,4,71.5,2024-09-18,True
RV-003088,PR-01030,3,41.4,2026-08-20,True
RV-003089,PR-01030,2,27.7,2024-11-27,True
RV-003090,PR-01030,3,37.2,2026-02-07,False
RV-003091,PR-01031,3,48.6,2024-09-29,True
RV-003092,PR-01031,3,59.9,2026-02-28,False
RV-003093,PR-01031,3,48.5,2025-02-06,True
RV-003094,PR-01032,5,76.8,2026-03-30,True
RV-003095,PR-01032,4,80.6,2025-06-04,True
RV-003096,PR-01032,4,79.8,2024-11-06,False
RV-003097,PR-01033,4,58.5,2025-02-13,False
RV-003098,PR-01033,3,53.8,2026-02-12,False
RV-003099,PR-01033,3,57.7,2026-01-15,True
RV-003100,PR-01034,2,62.2,2026-08-07,False
RV-003101,PR-01034,4,71.6,2026-06-17,False
RV-003102,PR-01034,3,64.3,2024-12-06,True
RV-003103,PR-01035,2,34.1,2026-02-12,False
RV-003104,PR-01035,2,37.4,2024-10-25,False
RV-003105,PR-01035,2,37.0,2026-01-04,True
RV-003106,PR-01036,2,13.7,2025-11-24,False
RV-003107,PR-01036,2,26.6,2025-07-24,False
RV-003108,PR-01036,2,17.9,2024-09-12,False
RV-003109,PR-01037,5,69.0,2026-05-15,True
RV-003110,PR-01037,4,80.9,2026-04-21,True
RV-003111,PR-01037,5,75.0,2025-09-05,False
RV-003112,PR-01038,3,47.6,2024-11-11,True
RV-003113,PR-01038,3,48.7,2025-07-17,False
RV-003114,PR-01038,3,54.8,2025-01-17,True
RV-003115,PR-01039,4,68.1,2024-11-11,False
RV-003116,PR-01039,4,73.6,2026-04-28,False
RV-003117,PR-01039,4,74.4,2025-02-17,False
RV-003118,PR-01040,4,77.1,2024-12-14,True
RV-003119,PR-01040,4,65.6,2024-10-31,False
RV-003120,PR-01040,4,55.5,2025-04-30,True
RV-003121,PR-01041,4,82.3,2026-09-05,False
RV-003122,PR-01041,4,80.3,2026-08-11,False
RV-003123,PR-01041,4,88.0,2024-12-25,False
RV-003124,PR-01042,4,67.1,2025-12-09,True
RV-003125,PR-01042,4,65.3,2025-03-28,True
RV-003126,PR-01042,4,82.4,2025-09-19,False
RV-003127,PR-01043,3,51.1,2026-02-26,True
RV-003128,PR-01043,3,48.4,2025-06-12,True
RV-003129,PR-01043,2,43.4,2026-05-15,False
RV-003130,PR-01044,2,43.6,2026-03-18,True
RV-003131,PR-01044,2,38.0,2025-09-19,False
RV-003132,PR-01044,2,53.5,2025-10-30,True
RV-003133,PR-01045,2,49.2,2025-05-04,True
RV-003134,PR-01045,3,55.0,2026-06-08,True
RV-003135,PR-01045,3,48.4,2025-05-21,False
RV-003136,PR-01046,3,76.1,2024-10-20,False
RV-003137,PR-01046,5,69.9,2025-07-21,True
RV-003138,PR-01046,3,69.3,2024-12-30,True
RV-003139,PR-01047,3,45.7,2026-07-16,False
RV-003140,PR-01047,3,50.1,2025-12-04,True
RV-003141,PR-01047,3,44.2,2024-11-15,False
RV-003142,PR-01048,4,81.0,2024-09-16,False
RV-003143,PR-01048,4,70.5,2026-07-07,True
RV-003144,PR-01048,4,75.0,2026-01-04,True
RV-003145,PR-01049,4,70.9,2025-09-25,False
RV-003146,PR-01049,4,45.9,2026-05-02,False
RV-003147,PR-01049,4,65.0,2025-12-19,False
RV-003148,PR-01050,2,31.2,2024-10-16,False
RV-003149,PR-01050,2,27.7,2026-05-23,False
RV-003150,PR-01050,2,30.8,2025-05-28,True
RV-003151,PR-01051,3,57.6,2024-11-16,False
RV-003152,PR-01051,3,58.5,2025-07-05,False
RV-003153,PR-01051,4,58.3,2025-06-07,True
RV-003154,PR-01052,4,47.1,2026-02-14,True
RV-003155,PR-01052,3,53.9,2025-08-04,True
RV-003156,PR-01052,3,40.3,2026-04-13,False
RV-003157,PR-01053,3,37.4,2025-09-21,False
RV-003158,PR-01053,3,39.1,2025-11-11,True
