station_id,monthly_temp,monthly_precipitations,monthly_wind_speed,monthly_humidity
PR-00633,16.4,60.6,11.7,60.9
PR-00634,21.7,49.5,12.7,65.3
PR-00635,14.5,67.4,11.9,57.2
PR-00636,15.2,70.0,11.3,55.4
PR-00637,12.6,69.3,10.5,53.8
PR-00638,17.9,57.2,12.4,59.2
PR-00639,16.1,66.3,10.9,57.0
PR-00640,15.2,66.1,11.4,57.9
PR-00641,20.3,54.7,12.3,61.7
PR-00642,17.2,61.8,12.5,59.8
PR-00643,18.1,55.0,12.1,59.5
PR-00644,14.8,72.0,11.0,55.4
PR-00645,15.9,56.0,11.7,58.8
PR-00646,14.6,64.4,11.1,55.5
PR-00647,19.2,63.0,12.8,64.5
PR-00648,17.0,53.7,12.1,58.3
PR-00649,18.9,54.4,13.6,62.7
PR-00650,18.8,61.1,12.2,58.6
PR-00651,19.1,52.2,12.4,61.7
PR-00652,19.7,60.5,12.5,63.2
PR-00653,22.1,52.8,12.9,65.6
PR-00654,16.5,55.1,11.3,58.7
PR-00655,17.2,57.7,12.3,60.1
PR-00656,16.5,64.7,11.7,61.4
PR-00657,15.1,66.7,11.4,57.6
PR-00658,15.5,66.9,11.6,57.3
PR-00659,15.2,60.1,11.7,56.6
PR-00660,14.8,60.6,10.5,56.0
PR-00661,17.9,55.0,11.9,61.0
PR-00662,17.4,61.8,12.3,59.2
PR-00663,21.6,54.4,12.9,64.7
PR-00664,17.7,60.0,11.8,59.3
PR-00665,16.7,67.8,12.1,60.4
PR-00666,17.3,56.8,11.4,58.1
PR-00667,19.7,56.2,12.9,61.5
PR-00668,19.2,50.1,11.7,62.5
PR-00669,18.2,60.9,11.4,59.9
PR-00670,17.5,60.4,11.7,60.6
PR-00671,17.7,61.7,12.8,60.1
PR-00672,16.1,61.4,12.0,58.7
PR-00673,17.7,52.0,11.9,61.1
PR-00674,15.6,65.0,11.0,57.0
PR-00675,16.9,62.8,11.7,57.5
PR-00676,17.7,58.7,12.7,59.7
PR-00677,17.7,58.9,11.9,60.0
PR-00678,18.9,61.8,13.1,60.4
PR-00679,14.4,66.6,11.4,58.6
PR-00680,15.5,62.2,11.8,57.9
PR-00681,19.5,58.7,11.8,58.6
PR-00682,20.3,51.7,12.5,64.1
PR-00683,17.3,59.6,12.1,59.4
PR-00684,14.8,65.4,11.6,55.9
PR-00685,14.7,66.5,11.8,58.4
PR-00686,17.6,63.3,12.6,59.5
PR-00687,18.9,54.8,12.2,63.3
PR-00688,17.8,55.8,12.5,61.9
PR-00689,15.5,63.3,11.2,56.9
PR-00690,17.1,64.1,11.4,60.2
PR-00691,17.5,58.7,11.9,59.7
PR-00692,17.9,60.6,11.8,61.5
PR-00693,14.0,71.0,10.8,53.5
PR-00694,20.1,51.8,12.7,62.1
PR-00695,16.1,60.1,11.5,58.2
PR-00696,16.6,62.0,11.9,58.2
PR-00697,15.8,64.7,11.6,58.7
PR-00698,17.4,60.0,11.7,58.6
PR-00699,14.3,70.5,11.6,54.9
PR-00700,18.8,57.5,11.9,62.1
PR-00701,16.3,62.9,12.0,57.9
PR-00702,18.5,64.1,12.1,61.3
PR-00703,13.0,72.7,10.7,52.6
PR-00704,13.8,68.4,11.6,56.5
PR-00705,19.0,55.1,12.4,64.6
PR-00706,16.6,60.4,11.9,57.0
PR-00707,17.2,59.7,12.0,59.0
PR-00708,17.9,56.2,11.4,59.6
PR-00709,15.4,66.4,11.1,53.7
PR-00710,20.2,51.8,12.6,63.0
PR-00711,18.9,59.4,12.7,61.2
PR-00712,17.9,57.6,12.3,62.2
PR-00713,17.5,63.3,12.2,60.2
PR-00714,14.9,64.5,10.8,55.8
PR-00715,17.2,60.0,11.4,59.5
PR-00716,18.5,54.2,11.4,61.5
PR-00717,16.8,58.3,12.2,56.8
PR-00718,17.6,61.2,12.0,58.8
PR-00719,16.9,59.4,11.9,61.0
PR-00720,19.1,54.4,12.5,63.3
PR-00721,16.0,66.6,11.9,56.8
PR-00722,18.9,51.8,12.3,61.1
PR-00723,20.0,55.8,13.1,63.0
PR-00724,19.2,58.4,12.4,61.2
PR-00725,13.5,66.8,10.7,55.0
PR-00726,17.3,61.9,11.5,58.5
PR-00727,17.4,62.8,11.9,58.1
PR-00728,19.0,50.1,13.2,63.5
PR-00729,19.1,56.6,11.6,62.1
PR-00730,17.3,64.4,11.8,60.3
PR-00731,16.9,61.8,12.2,61.4
PR-00732,15.1,66.1,12.0,58.7
PR-00733,20.0,48.8,12.7,63.0
PR-00734,17.8,61.8,12.7,61.8
PR-00735,17.9,55.7,11.7,59.2
PR-00736,22.6,45.8,13.7,66.1
PR-00737,18.7,57.7,12.1,60.2
PR-00738,17.9,58.4,13.3,60.5
PR-00739,18.1,60.9,11.4,59.6
PR-00740,15.6,60.8,11.4,58.8
PR-00741,18.4,59.2,11.8,60.2
PR-00742,19.6,51.4,12.5,62.8
PR-00743,18.2,56.6,12.7,62.1
PR-00744,14.5,68.4,11.0,58.2
PR-00745,13.8,69.4,12.5,56.4
PR-00746,18.5,58.5,12.5,60.1
PR-00747,16.3,63.5,12.0,57.0
PR-00748,17.7,64.2,11.5,61.5
PR-00749,18.2,60.3,12.2,64.4
PR-00750,19.0,53.3,13.1,63.4
PR-00751,19.5,59.4,12.7,62.7
PR-00752,18.2,62.4,11.9,60.1
PR-00753,18.1,60.9,12.1,62.3
PR-00754,20.1,56.6,12.2,62.6
PR-00755,14.1,65.6,11.5,56.3
PR-00756,19.2,54.5,12.3,61.1
PR-00757,17.4,58.6,11.9,60.2
PR-00758,16.3,63.5,12.0,57.2
PR-00759,17.2,64.7,11.6,55.9
PR-00760,18.1,61.8,12.0,57.6
PR-00761,21.0,50.0,12.6,62.3
PR-00762,20.5,51.5,13.0,63.1
PR-00763,17.4,63.5,12.5,59.5
PR-00764,16.1,60.8,11.6,59.1
PR-00765,16.2,62.8,11.1,57.7
PR-00766,13.4,65.2,11.4,55.1
PR-00767,19.3,56.5,12.6,62.3
PR-00768,19.5,53.2,12.4,64.2
PR-00769,17.6,53.8,12.3,59.8
PR-00770,19.8,60.2,12.6,61.5
PR-00771,16.6,63.1,11.4,55.8
PR-00772,15.6,66.7,11.7,55.8
PR-00773,22.3,50.1,12.1,64.8
PR-00774,15.5,65.0,12.1,60.6
PR-00775,14.9,63.0,11.2,56.7
PR-00776,10.5,76.4,10.3,48.6
PR-00777,16.8,59.3,12.3,60.4
PR-00778,15.6,59.7,11.1,59.4
PR-00779,17.8,61.5,12.1,58.0
PR-00780,17.7,62.4,11.4,57.7
PR-00781,14.4,77.1,11.2,57.2
PR-00782,17.7,62.8,12.7,61.6
PR-00783,20.6,44.4,13.1,63.8
PR-00784,18.3,56.8,11.3,60.5
PR-00785,15.8,63.4,12.1,58.8
PR-00786,16.7,62.9,10.9,56.8
PR-00787,16.9,63.3,11.3,57.6
PR-00788,16.9,64.3,12.2,61.4
PR-00789,17.8,56.2,11.6,62.4
PR-00790,17.2,60.2,11.8,59.3
PR-00791,21.2,52.4,12.9,64.0
PR-00792,16.9,61.3,11.6,60.7
PR-00793,16.7,61.1,11.9,57.7
PR-00794,20.1,53.1,12.4,60.5
PR-00795,17.2,62.7,12.2,59.8
PR-00796,16.7,64.0,12.0,59.3
PR-00797,15.1,70.9,10.8,55.5
PR-00798,20.0,59.0,11.9,61.6
PR-00799,17.9,59.2,12.4,59.9
PR-00800,18.3,58.8,12.5,60.5
PR-00801,14.1,63.4,11.3,58.3
PR-00802,15.5,66.4,11.5,57.1
PR-00803,15.5,59.2,11.5,58.6
PR-00804,20.4,53.4,12.6,63.3
PR-00805,18.0,61.8,12.3,62.0
PR-00806,16.7,63.6,11.9,61.2
PR-00807,17.0,69.8,11.4,55.5
PR-00808,17.1,61.2,12.0,57.5
PR-00809,17.2,63.1,11.5,58.0
PR-00810,17.6,59.4,11.9,57.2
PR-00811,17.3,58.5,12.2,60.0
PR-00812,13.2,65.6,10.5,53.0
PR-00813,13.4,69.7,10.7,55.2
PR-00814,16.2,65.2,11.0,56.7
PR-00815,15.0,68.6,10.6,56.6
PR-00816,16.5,63.0,11.6,57.4
PR-00817,14.9,62.5,12.4,57.1
PR-00818,16.6,57.6,12.3,59.1
PR-00819,15.1,62.2,12.0,56.3
PR-00820,11.9,77.6,11.0,50.0
PR-00821,13.8,66.9,10.5,55.6
PR-00822,18.6,56.8,11.6,62.7
PR-00823,17.8,61.4,12.5,58.1
PR-00824,14.5,73.1,11.2,53.9
PR-00825,15.1,64.3,12.2,57.4
PR-00826,17.3,58.9,12.1,62.1
PR-00827,19.3,51.4,12.7,63.4
PR-00828,16.6,64.1,11.8,58.7
PR-00829,17.3,56.1,11.0,60.6
PR-00830,15.4,69.7,11.4,56.1
PR-00831,17.7,64.2,11.2,59.1
PR-00832,17.3,58.9,11.9,60.7
PR-00833,17.1,57.0,11.6,58.8
PR-00834,14.7,67.7,11.4,56.5
PR-00835,14.1,73.1,10.7,53.4
PR-00836,19.0,58.7,13.1,61.4
PR-00837,19.2,54.8,12.4,61.2
PR-00838,14.9,72.3,11.1,57.2
PR-00839,19.3,58.2,13.4,63.7
PR-00840,16.4,63.0,11.7,57.8
PR-00841,18.1,57.2,12.2,60.6
PR-00842,16.2,64.1,11.9,59.3
PR-00843,15.3,65.2,11.6,57.8
PR-00844,19.9,59.7,12.3,62.3
PR-00845,14.5,64.0,11.9,56.6
PR-00846,18.0,55.7,12.2,60.2
PR-00847,19.2,55.5,12.7,63.5
PR-00848,13.4,75.1,10.9,55.0
PR-00849,18.6,52.0,12.4,62.5
PR-00850,18.6,50.5,11.9,62.8
PR-00851,17.9,58.3,12.0,61.7
PR-00852,16.1,66.2,11.8,56.3
PR-00853,15.9,69.2,11.0,56.9
PR-00854,18.1,56.5,12.1,60.3
PR-00855,18.6,58.8,12.3,61.8
PR-00856,18.1,54.7,12.6,60.3
PR-00857,17.8,66.5,12.4,59.6
PR-00858,17.2,62.9,12.1,61.5
PR-00859,18.7,56.2,12.8,61.2
PR-00860,18.7,58.5,12.4,60.8
PR-00861,17.3,58.4,12.2,60.9
PR-00862,20.0,55.5,12.7,62.9
PR-00863,19.1,64.3,12.3,61.8
PR-00864,19.8,59.7,12.7,62.4
PR-00865,15.1,65.4,10.5,56.5
PR-00866,12.8,72.5,10.6,53.3
PR-00867,17.2,54.1,11.9,59.7
PR-00868,17.7,61.6,11.8,62.0
PR-00869,15.9,62.8,11.6,55.8
PR-00870,17.9,57.2,12.8,61.0
PR-00871,15.7,64.9,11.3,57.7
PR-00872,15.7,67.4,12.0,58.5
PR-00873,15.3,60.4,11.6,56.7
PR-00874,15.6,62.2,11.8,57.9
PR-00875,16.5,62.6,11.4,57.4
PR-00876,13.3,70.1,11.1,54.2
PR-00877,20.0,57.3,12.1,63.1
PR-00878,16.1,63.3,12.8,59.2
PR-00879,16.2,60.3,11.7,59.6
PR-00880,18.2,64.4,11.9,60.1
PR-00881,17.4,62.2,12.2,60.4
PR-00882,17.4,58.7,11.7,58.8
PR-00883,20.5,56.7,12.2,61.8
PR-00884,17.2,61.9,11.9,59.3
PR-00885,17.3,61.5,11.8,59.0
PR-00886,16.1,66.9,10.8,56.6
PR-00887,14.6,70.0,12.1,56.2
PR-00888,19.4,54.4,13.3,61.6
PR-00889,19.5,55.9,12.6,62.2
PR-00890,14.1,74.5,11.2,52.6
PR-00891,16.5,64.1,11.7,57.6
PR-00892,17.2,63.0,12.6,61.4
PR-00893,15.2,64.0,11.2,57.6
PR-00894,12.0,77.6,10.6,53.5
PR-00895,15.0,62.2,11.5,56.2
PR-00896,18.2,61.2,13.0,63.5
PR-00897,15.2,64.3,10.8,58.5
PR-00898,20.5,55.7,12.8,62.3
PR-00899,13.6,72.5,10.7,53.8
PR-00900,14.6,70.4,12.0,56.3
PR-00901,16.2,61.4,11.1,60.9
PR-00902,16.9,62.9,12.4,59.7
PR-00903,21.1,56.4,12.4,64.5
PR-00904,16.5,59.3,12.8,60.0
PR-00905,17.4,64.6,11.0,59.1
PR-00906,15.0,76.1,11.6,56.1
PR-00907,14.3,69.8,11.0,55.0
PR-00908,17.8,63.2,11.3,59.5
PR-00909,16.0,57.3,11.7,60.4
PR-00910,19.4,54.7,12.5,60.3
PR-00911,15.5,63.4,11.5,59.7
PR-00912,17.4,64.0,12.7,59.4
PR-00913,16.4,62.3,11.7,57.3
PR-00914,17.6,57.4,11.8,58.8
PR-00915,21.9,52.1,13.7,64.8
PR-00916,15.9,66.5,11.4,57.9
PR-00917,16.8,57.0,12.0,58.4
PR-00918,16.0,66.8,11.8,57.6
PR-00919,16.6,63.5,11.7,60.7
PR-00920,17.7,58.8,11.9,63.1
PR-00921,14.9,62.5,11.3,57.7
PR-00922,15.7,69.2,11.3,55.6
PR-00923,16.9,66.6,12.4,58.8
PR-00924,18.0,62.6,11.5,61.6
PR-00925,21.2,47.2,13.0,66.3
PR-00926,15.7,64.4,10.8,57.2
PR-00927,22.0,50.8,14.6,66.2
PR-00928,18.2,55.4,12.5,61.6
PR-00929,17.8,66.5,11.6,58.2
PR-00930,19.2,50.0,12.5,62.5
PR-00931,20.5,54.7,13.1,62.0
PR-00932,13.4,66.9,11.1,56.5
PR-00933,15.0,64.2,11.5,57.9
PR-00934,16.5,64.2,10.7,59.3
PR-00935,16.0,64.3,11.8,57.8
PR-00936,17.1,57.6,12.6,59.0
PR-00937,19.9,55.3,13.0,62.7
PR-00938,14.9,68.2,11.6,55.1
PR-00939,16.3,62.7,11.2,56.4
PR-00940,13.7,72.4,11.3,55.5
PR-00941,17.5,70.5,12.4,59.2
PR-00942,20.7,54.4,13.0,62.2
PR-00943,20.1,56.2,11.8,62.4
PR-00944,17.8,61.2,11.8,62.3
PR-00945,17.8,60.1,12.0,58.3
PR-00946,19.8,54.6,11.9,62.1
PR-00947,21.8,51.1,13.2,66.3
PR-00948,17.9,58.4,12.1,58.7
PR-00949,18.4,62.3,12.2,60.5
PR-00950,17.3,66.0,11.8,58.4
PR-00951,16.0,67.1,12.0,57.5
PR-00952,15.1,69.4,11.1,56.0
PR-00953,18.9,58.7,12.9,59.7
PR-00954,22.0,52.6,12.3,65.3
PR-00955,17.5,61.7,11.9,58.4
PR-00956,17.7,57.7,12.2,62.2
PR-00957,20.3,57.6,12.6,62.3
PR-00958,17.8,56.4,11.6,58.4
PR-00959,15.0,68.6,10.8,54.8
PR-00960,17.2,61.4,12.0,59.6
PR-00961,18.4,58.8,12.5,62.6
PR-00962,19.0,53.8,12.7,61.5
PR-00963,16.9,62.7,11.5,58.2
PR-00964,17.5,61.5,11.6,58.5
PR-00965,18.3,57.1,12.8,62.7
PR-00966,16.4,73.3,11.0,57.6
PR-00967,16.8,59.4,11.0,58.4
PR-00968,15.5,65.3,11.3,56.6
PR-00969,16.1,63.2,10.5,56.1
PR-00970,17.2,63.8,11.9,61.9
PR-00971,19.4,52.7,12.9,61.9
PR-00972,19.2,50.0,12.3,62.9
PR-00973,19.9,56.4,12.3,61.0
PR-00974,18.1,56.7,12.5,63.0
PR-00975,17.3,57.2,11.8,61.2
PR-00976,15.7,69.0,10.8,58.9
PR-00977,15.5,59.5,11.0,58.6
PR-00978,17.6,52.1,11.6,59.0
PR-00979,15.3,62.8,11.5,58.2
PR-00980,15.7,61.5,10.8,57.6
PR-00981,17.6,61.4,12.4,61.9
PR-00982,20.3,61.1,12.2,60.5
PR-00983,16.4,63.1,12.2,59.1
PR-00984,16.2,65.4,11.1,57.4
PR-00985,16.7,61.0,11.5,60.6
PR-00986,16.1,65.6,11.7,58.8
PR-00987,15.2,67.5,11.5,58.5
PR-00988,15.4,67.7,11.7,57.6
PR-00989,15.9,58.2,11.6,59.3
PR-00990,17.6,58.5,12.5,60.9
PR-00991,16.2,63.7,11.9,59.1
PR-00992,17.4,61.0,12.2,62.8
PR-00993,16.1,62.8,11.8,60.9
PR-00994,22.1,46.9,13.1,64.4
PR-00995,16.8,62.8,11.5,58.2
PR-00996,16.4,65.5,11.2,57.3
PR-00997,13.9,75.8,10.3,53.6
PR-00998,21.6,41.5,13.7,66.2
PR-00999,21.7,51.8,13.1,65.0
PR-01000,16.9,66.2,11.7,60.3
PR-01001,18.8,55.8,12.8,62.2
PR-01002,17.7,61.6,11.9,59.5
PR-01003,18.0,59.3,12.4,59.5
PR-01004,17.7,58.0,12.5,62.1
PR-01005,16.7,58.5,12.0,60.9
PR-01006,15.3,63.9,11.3,58.5
PR-01007,20.4,51.2,12.0,61.8
PR-01008,20.2,51.7,12.2,63.0
PR-01009,18.2,58.7,12.1,59.5
PR-01010,18.8,55.5,12.2,62.3
PR-01011,18.2,52.0,12.7,63.7
PR-01012,13.7,64.3,10.9,53.9
PR-01013,19.9,51.2,12.4,63.7
PR-01014,19.3,56.0,12.2,62.0
PR-01015,12.9,69.2,11.1,52.4
PR-01016,21.7,48.9,12.8,65.6
PR-01017,19.1,50.7,12.5,63.3
PR-01018,18.5,58.7,12.1,60.5
PR-01019,16.5,59.7,11.8,56.7
PR-01020,18.6,57.6,12.4,60.0
PR-01021,18.9,54.3,11.8,60.2
PR-01022,19.5,54.9,12.2,63.5
PR-01023,18.6,57.2,12.5,64.0
PR-01024,14.2,74.5,10.8,53.8
PR-01025,21.1,51.7,12.5,64.7
PR-01026,18.5,57.5,12.1,60.9
PR-01027,15.9,61.3,11.5,59.5
PR-01028,17.1,62.6,11.0,59.1
PR-01029,20.1,54.0,12.6,58.6
PR-01030,14.0,71.5,11.7,55.1
PR-01031,17.6,59.6,11.7,60.7
PR-01032,13.7,74.3,10.2,53.7
PR-01033,19.8,57.2,12.5,64.9
PR-01034,16.9,58.5,11.6,58.6
PR-01035,16.4,64.0,11.7,59.1
PR-01036,17.6,62.5,12.3,61.9
PR-01037,17.2,60.7,10.8,60.7
PR-01038,19.4,57.6,12.4,59.8
PR-01039,19.9,57.2,12.7,61.8
PR-01040,19.9,47.1,12.3,63.3
PR-01041,16.7,63.0,12.4,57.6
PR-01042,15.7,65.7,12.4,58.6
PR-01043,16.2,63.9,12.2,57.0
PR-01044,15.8,62.8,11.6,58.8
PR-01045,18.0,60.3,11.8,59.1
PR-01046,14.3,68.9,11.0,54.6
PR-01047,17.2,62.5,12.3,61.3
PR-01048,17.1,66.1,11.9,58.2
PR-01049,18.3,64.0,12.6,61.7
PR-01050,17.4,57.4,12.2,60.6
PR-01051,16.1,62.5,12.1,59.3
PR-01052,15.2,63.9,11.0,57.6
PR-01053,13.1,71.1,10.0,53.5
PR-01054,19.5,54.9,11.8,61.5
PR-01055,18.5,56.9,12.7,61.1
PR-01056,19.8,59.2,12.7,63.1
PR-01057,17.1,60.8,11.4,61.6
PR-01058,16.1,65.1,11.4,57.8
PR-01059,21.7,50.9,12.3,63.9
PR-01060,15.5,62.8,11.5,57.0
PR-01061,21.2,50.7,12.7,63.7
PR-01062,24.5,36.4,13.9,68.7
PR-01063,20.6,48.8,13.0,64.6
PR-01064,16.7,66.1,11.3,54.3
PR-01065,17.0,63.8,11.8,59.0
PR-01066,15.9,61.5,11.9,57.6
PR-01067,18.5,56.3,12.5,60.8
PR-01068,14.3,69.5,12.1,56.6
PR-01069,20.9,52.7,13.1,66.4
PR-01070,21.0,53.3,12.3,64.9
PR-01071,13.8,68.7,10.6,55.4
PR-01072,20.1,51.4,12.3,64.2
PR-01073,18.4,52.1,11.5,61.9
PR-01074,18.0,60.1,12.4,59.5
PR-01075,22.2,46.7,13.2,64.4
PR-01076,17.2,68.3,11.2,59.1
PR-01077,17.5,57.2,12.7,63.8
PR-01078,14.4,64.2,11.8,54.5
PR-01079,18.5,53.4,12.3,60.5
PR-01080,19.1,61.4,12.1,63.4
PR-01081,16.8,60.5,11.7,56.0
PR-01082,18.4,60.6,12.2,61.1
PR-01083,16.4,71.5,12.0,55.2
PR-01084,19.0,55.2,12.8,64.3
PR-01085,18.4,61.2,12.2,61.5
PR-01086,14.5,68.9,11.1,55.4
PR-01087,20.2,49.8,13.0,64.9
PR-01088,17.5,58.8,12.0,61.7
PR-01089,16.9,62.0,11.3,59.7
PR-01090,15.2,66.9,11.9,59.1
PR-01091,17.4,60.8,12.7,58.3
PR-01092,14.3,69.2,11.1,55.7
PR-01093,15.7,63.5,12.0,56.9
PR-01094,16.9,60.7,12.4,59.7
PR-01095,18.2,58.4,11.7,61.2
PR-01096,20.1,55.2,12.5,63.3
PR-01097,18.0,63.1,11.7,62.3
PR-01098,17.8,63.1,12.1,59.1
PR-01099,16.5,61.8,11.6,57.7
PR-01100,18.6,59.7,12.1,60.1
PR-01101,17.4,60.1,12.5,60.0
PR-01102,17.1,58.3,11.7,57.4
PR-01103,18.5,63.4,11.6,59.7
PR-01104,16.4,55.4,11.8,60.4
PR-01105,15.8,63.1,11.5,56.1
PR-01106,11.6,73.7,9.8,51.8
PR-01107,18.4,56.6,12.2,62.9
PR-01108,14.6,64.5,11.2,55.8
PR-01109,14.7,59.3,10.6,55.0
PR-01110,17.9,60.8,11.6,58.6
PR-01111,15.6,60.7,10.5,57.7
PR-01112,21.2,49.4,13.3,64.1
PR-01113,14.1,68.3,11.1,55.9
PR-01114,14.2,67.5,11.7,55.1
PR-01115,16.3,63.6,11.9,60.8
PR-01116,15.7,65.8,10.7,55.5
PR-01117,18.0,57.8,12.8,61.4
PR-01118,13.7,77.8,11.0,55.3
PR-01119,14.8,61.3,11.0,59.2
PR-01120,15.9,62.4,11.6,60.6
PR-01121,21.4,50.6,13.2,64.2
PR-01122,12.4,72.3,10.9,55.3
PR-01123,18.2,56.7,12.2,63.0
PR-01124,19.3,58.4,12.4,60.3
PR-01125,15.5,64.8,11.7,58.1
PR-01126,14.0,66.5,11.6,57.5
PR-01127,16.6,64.7,11.4,56.1
PR-01128,17.0,64.1,12.0,59.3
PR-01129,17.5,59.8,11.3,59.9
PR-01130,10.8,71.8,10.6,51.6
PR-01131,19.9,50.0,12.5,65.4
PR-01132,15.8,65.4,11.4,57.7
PR-01133,15.8,60.2,11.4,58.6
PR-01134,17.8,55.5,12.5,59.0
PR-01135,20.0,52.8,12.8,60.3
PR-01136,18.1,53.4,12.5,63.2
PR-01137,16.0,65.3,11.3,59.2
PR-01138,15.4,73.6,10.6,54.1
PR-01139,18.5,57.5,12.8,62.7
PR-01140,13.2,72.9,11.0,56.1
PR-01141,15.2,70.2,11.8,56.5
PR-01142,17.8,60.0,12.7,58.0
PR-01143,18.4,59.8,11.7,61.0
PR-01144,15.7,59.6,11.9,60.7
PR-01145,18.1,58.8,12.2,63.1
PR-01146,17.6,60.2,11.8,63.2
PR-01147,22.5,51.2,13.5,67.5
PR-01148,21.1,51.9,13.0,65.6
PR-01149,17.8,61.8,12.3,61.4
PR-01150,13.8,77.2,10.3,54.8
PR-01151,13.5,72.0,10.8,54.8
PR-01152,17.9,59.0,12.4,62.5
PR-01153,18.6,51.9,12.2,61.9
PR-01154,20.7,46.9,13.7,63.6
PR-01155,16.5,63.0,11.6,58.3
PR-01156,19.4,49.9,12.5,63.1
PR-01157,16.7,64.0,11.7,61.0
PR-01158,14.8,67.3,11.8,53.1
PR-01159,19.2,60.2,12.8,61.9
PR-01160,17.2,61.7,12.3,59.1
PR-01161,14.3,68.4,11.9,57.1
PR-01162,16.6,61.1,11.6,59.7
PR-01163,18.2,58.6,12.0,60.1
PR-01164,16.3,68.3,11.1,56.7
PR-01165,16.6,62.8,11.7,55.8
PR-01166,15.8,58.9,12.5,58.2
PR-01167,18.5,56.1,12.6,59.7
PR-01168,13.8,72.7,11.0,56.2
PR-01169,15.9,60.4,12.5,58.8
PR-01170,16.9,62.8,11.7,58.7
PR-01171,15.3,65.0,11.9,57.6
PR-01172,17.9,59.9,12.5,60.3
PR-01173,22.6,44.9,13.6,65.1
PR-01174,13.3,76.0,10.7,52.0
PR-01175,15.5,61.5,11.3,58.2
PR-01176,16.6,61.1,11.8,59.2
PR-01177,20.2,54.3,12.5,62.8
PR-01178,17.5,64.7,11.4,62.1
PR-01179,15.5,66.9,11.9,55.9
PR-01180,22.7,49.2,14.0,65.3
PR-01181,20.4,60.7,13.1,62.7
PR-01182,13.1,68.5,11.6,52.7
PR-01183,22.4,51.3,13.6,67.3
PR-01184,20.6,48.6,13.0,61.8
PR-01185,17.5,56.6,12.1,61.7
PR-01186,18.6,62.6,11.9,61.0
PR-01187,15.9,60.5,12.2,61.4
PR-01188,16.3,62.9,10.7,56.7
PR-01189,16.5,65.4,11.9,59.3
PR-01190,16.9,62.8,12.8,61.9
PR-01191,16.0,61.9,11.6,58.3
PR-01192,14.7,67.2,10.2,56.2
PR-01193,19.5,54.3,12.7,62.6
PR-01194,17.4,56.4,11.7,61.0
PR-01195,15.5,64.9,11.8,57.0
PR-01196,17.6,57.5,12.4,60.4
PR-01197,23.3,47.6,13.4,65.8
PR-01198,16.6,63.9,11.7,59.4
PR-01199,17.1,62.0,12.3,60.5
PR-01200,17.5,60.2,11.5,59.4
PR-01201,18.7,60.0,12.1,64.1
PR-01202,23.5,49.9,13.6,67.9
PR-01203,16.5,69.5,11.7,57.9
PR-01204,15.0,67.9,11.6,57.0
PR-01205,16.1,60.1,11.9,57.7
PR-01206,16.6,63.4,11.9,57.9
PR-01207,21.0,48.8,12.9,63.8
PR-01208,19.6,45.7,11.7,63.5
PR-01209,16.3,62.3,12.7,60.6
PR-01210,16.6,61.9,11.9,58.1
PR-01211,18.9,54.2,11.9,60.2
PR-01212,17.9,58.8,11.4,59.4
PR-01213,18.5,60.4,12.5,60.7
PR-01214,15.4,67.0,11.2,56.4
PR-01215,17.5,60.6,12.2,58.8
PR-01216,17.9,56.1,12.3,60.7
PR-01217,17.3,62.5,11.4,57.0
PR-01218,16.8,63.1,11.9,60.6
PR-01219,17.3,56.1,11.9,60.9
PR-01220,13.9,72.3,11.2,54.2
PR-01221,15.6,57.2,12.1,58.9
PR-01222,18.0,57.8,11.8,62.5
PR-01223,17.8,56.1,13.1,62.3
PR-01224,16.6,65.7,12.1,57.2
PR-01225,19.0,60.5,11.8,62.0
PR-01226,14.3,71.7,11.8,55.5
PR-01227,16.6,65.8,11.8,59.8
PR-01228,18.7,53.8,12.1,60.3
PR-01229,18.8,51.6,12.3,63.6
PR-01230,18.0,51.4,12.6,63.5
PR-01231,17.1,59.5,12.2,59.2
PR-01232,16.3,62.8,11.1,59.7
PR-01233,18.2,54.6,12.6,63.0
PR-01234,16.1,69.1,11.4,57.1
PR-01235,15.2,67.8,11.4,57.3
PR-01236,19.8,56.1,12.8,65.4
PR-01237,12.6,62.0,10.9,53.6
PR-01238,18.7,60.7,12.2,60.8
PR-01239,14.0,71.7,10.9,55.4
PR-01240,18.0,54.6,12.7,61.2
PR-01241,17.3,61.0,12.0,62.2
PR-01242,19.5,55.2,12.1,61.7
PR-01243,18.5,61.6,12.1,61.2
PR-01244,12.4,69.8,10.5,53.2
PR-01245,11.4,76.0,10.6,52.2
PR-01246,14.0,69.2,11.4,56.5
PR-01247,19.0,52.5,12.2,64.4
PR-01248,17.7,62.7,11.1,59.8
PR-01249,17.7,60.2,12.0,60.5
PR-01250,16.0,60.9,12.0,57.1
PR-01251,19.3,51.9,13.3,62.6
PR-01252,12.6,71.3,11.3,53.7
PR-01253,18.5,54.9,11.7,63.8
PR-01254,17.1,58.4,11.8,60.7
PR-01255,16.3,63.6,11.7,61.0
PR-01256,20.3,49.0,12.9,61.6
PR-01257,14.7,66.8,11.4,54.9
PR-01258,17.7,65.6,12.2,59.8
PR-01259,18.0,61.8,12.1,58.7
PR-01260,14.5,64.9,10.8,57.9
PR-01261,19.6,55.5,12.6,62.4
PR-01262,15.7,67.3,11.4,56.2
PR-01263,21.4,51.3,12.5,62.9
PR-01264,17.2,60.3,11.3,57.9
PR-01265,17.5,58.4,11.9,61.2
PR-01266,17.1,58.9,12.0,58.3
